394469.000,,COM3,41,$PCHRS,1,18.552,0.0504,0.1379,-0.8286,*44
394469.000,,COM3,41,$PCHRS,2,18.552,-0.1395,0.1703,0.0752,*45
394469.000,,COM3,35,$PCHRS,0,18.603,0.10,-0.10,0.02,*49
394469.000,,COM3,41,$PCHRS,1,18.603,0.0506,0.1374,-0.8293,*48
394469.000,,COM3,41,$PCHRS,2,18.603,-0.1444,0.1759,0.0756,*42
394469.000,,COM3,36,$PCHRS,0,18.654,0.13,-0.07,-0.03,*62
394470.000,,COM3,36,$PCHRS,0,19.567,0.07,-0.04,-0.06,*63
394470.000,,COM3,41,$PCHRS,1,19.567,0.0501,0.1378,-0.8285,*44
394470.000,,COM3,41,$PCHRS,2,19.567,-0.1416,0.1746,0.0831,*45
394470.000,,COM3,35,$PCHRS,0,19.617,0.01,-0.01,0.05,*4A
394470.000,,COM3,41,$PCHRS,1,19.617,0.0503,0.1384,-0.8294,*41
394470.000,,COM3,41,$PCHRS,2,19.617,-0.1430,0.1731,0.0859,*4B
394471.000,,COM3,37,$PCHRS,0,20.581,-0.04,-0.01,-0.03,*4F
394471.000,,COM3,41,$PCHRS,1,20.581,0.0504,0.1375,-0.8287,*4C
394471.000,,COM3,41,$PCHRS,2,20.581,-0.1401,0.1702,0.0813,*41
394471.000,,COM3,36,$PCHRS,0,20.632,-0.01,-0.13,0.02,*6E
394471.000,,COM3,41,$PCHRS,1,20.632,0.0501,0.1379,-0.8289,*40
394471.000,,COM3,41,$PCHRS,2,20.632,-0.1446,0.1735,0.0828,*45
394472.000,,COM3,37,$PCHRS,0,21.595,-0.01,-0.04,-0.00,*48
394472.000,,COM3,41,$PCHRS,1,21.595,0.0498,0.1373,-0.8279,*4B
394472.000,,COM3,41,$PCHRS,2,21.595,-0.1385,0.1796,0.0760,*48
394472.000,,COM3,36,$PCHRS,0,21.646,0.04,-0.07,-0.03,*6D
394472.000,,COM3,41,$PCHRS,1,21.646,0.0505,0.1371,-0.8295,*43
394472.000,,COM3,41,$PCHRS,2,21.646,-0.1370,0.1752,0.0760,*47
394473.000,,COM3,36,$PCHRS,0,22.559,0.01,-0.07,-0.12,*66
394473.000,,COM3,41,$PCHRS,1,22.559,0.0499,0.1367,-0.8293,*48
394473.000,,COM3,41,$PCHRS,2,22.559,-0.1452,0.1748,0.0759,*4F
394473.000,,COM3,35,$PCHRS,0,22.610,0.29,0.01,-0.09,*43
394473.000,,COM3,41,$PCHRS,1,22.610,0.0501,0.1370,-0.8290,*43
394473.000,,COM3,41,$PCHRS,2,22.610,-0.1445,0.1731,0.0782,*4F
