242845.000000 45.957815 -66.634101 -12.682400 -4.280088 6.616060 -11.269151 3.223443 -55.037322 -59.583026
242845.015625 45.957816 -66.634102 -12.002291 -4.087867 6.454356 -11.316212 3.224431 -55.036456 -59.583428
242845.015625 45.957816 -66.634102 -12.155614 -4.087867 6.454356 -11.316212 3.224431 -55.036456 -59.583428
242845.031250 45.957818 -66.634103 -12.005622 -3.895599 6.292474 -11.363342 3.226612 -55.036170 -59.583657
242845.031250 45.957818 -66.634103 -12.155614 -3.895599 6.292474 -11.363342 3.226612 -55.036170 -59.583657
242845.046875 45.957819 -66.634103 -12.008950 -3.703833 6.130251 -11.411298 3.227890 -55.036008 -59.583086
242845.046875 45.957819 -66.634103 -12.155614 -3.703833 6.130251 -11.411298 3.227890 -55.036008 -59.583086
242845.046875 45.957819 -66.634103 -12.155614 -3.703833 6.130251 -11.411298 3.227890 -55.036008 -59.583086
242845.062500 45.957820 -66.634104 -12.012282 -3.510992 5.968899 -11.457917 3.229238 -55.035610 -59.583329
242845.062500 45.957820 -66.634104 -12.155614 -3.510992 5.968899 -11.457917 3.229238 -55.035610 -59.583329
242845.078125 45.957822 -66.634104 -12.015617 -3.318995 5.806921 -11.504904 3.232145 -55.034657 -59.583434
242845.078125 45.957822 -66.634104 -12.155614 -3.318995 5.806921 -11.504904 3.232145 -55.034657 -59.583434
242845.093750 45.957823 -66.634105 -12.018948 -3.126874 5.645039 -11.551868 3.234073 -55.034564 -59.582945
242845.093750 45.957823 -66.634105 -12.155614 -3.126874 5.645039 -11.551868 3.234073 -55.034564 -59.582945
242845.093750 45.957823 -66.634105 -12.155614 -3.126874 5.645039 -11.551868 3.234073 -55.034564 -59.582945
242845.109375 45.957824 -66.634106 -12.022279 -2.934420 5.483500 -11.599334 3.235114 -55.034143 -59.582457
242845.109375 45.957824 -66.634106 -12.155614 -2.934420 5.483500 -11.599334 3.235114 -55.034143 -59.582457
242845.125000 45.957826 -66.634106 -12.025611 -2.741890 5.322012 -11.646526 3.237095 -55.033992 -59.581944
242845.125000 45.957826 -66.634106 -12.155614 -2.741890 5.322012 -11.646526 3.237095 -55.033992 -59.581944
242845.140625 45.957827 -66.634107 -12.028940 -2.550045 5.160531 -11.693603 3.238381 -55.033531 -59.580181
242845.140625 45.957827 -66.634107 -12.155614 -2.550045 5.160531 -11.693603 3.238381 -55.033531 -59.580181
242845.140625 45.957827 -66.634107 -12.155614 -2.550045 5.160531 -11.693603 3.238381 -55.033531 -59.580181
242845.156250 45.957828 -66.634108 -12.032265 -2.357806 4.999898 -11.740406 3.238880 -55.033434 -59.579411
242845.156250 45.957828 -66.634108 -12.155614 -2.357806 4.999898 -11.740406 3.238880 -55.033434 -59.579411
